Text,Topic
"Milani “rrëzohet” pas tre fitoreve radhazi, Monza triumfon me “poker” ndaj kuqezinjve",spo
"Bayern Munich mposhtet në transfertën e Bochum-it dhe i jep “lamtumirën” titullit",spo
"Formacionet zyrtare të sfidës Monza-Milan",spo
"VIDEO/ Roma rikthehet tek fitorja në Serie A dhe mposht pastër Frosinonen",spo
"Manchester United merr fitoren e katërt radhazi në Premier League, dygolësh i Hojlund",spo
"Mundje/ Zelimkhan Abakarov i dhuron Shqipërisë medaljen e argjendtë në Bukuresht",spo
"Real Madrid ndalet në barazim në transfertën e Rayo Vallecanos",spo
"Bologna “fluturon” dhe përmbys Lazion në “Olimpico”, ëndrra për Champions vazhdon",spo
"Nuk ka fitues në “Etihad Stadium”, Chelsea shfaqet “kockë e fortë” për Manchester Cityn",spo
"Juventus ndalet në barazim nga Verona, bardhezinjtë në “Game Over” për Scudetto",spo
"Dudaev mban lart flamurin kuqezi, “shkëlqen” me medalje ari në Europianin e mundjes",spo
"Napoli konfirmon krizën, “Azzurrit” ngecin në shtëpi ndaj Genoas",spo
"FOTO/ Rikonstruktimi i “San Siro”, kompania amerikane prezanton projektin ambicioz",spo
"Mbyllet në barazim ndeshja mes Dinamos dhe Laçit, Skënderbeu shkatërron Erzenin",spo
"Liverpool shumë i fortë për Brentfordin dhe triumfon lehtësisht",spo
"Pasardhësi i Xavit, Laporta zgjedh një italian në pankinën e Barcelonës",spo
"VIDEO/ Interi vazhdon “fluturimin”, zikaltërit mposhtin me “poker” Salernitanan",spo
"Derbi i kryeqytetit flet për “Demat”, Partizani triumfon ndaj Tiranës",spo
"Legjenda franceze: “I lumtur për Mbappen, kushdo që e vërshëllen është dështak”",spo
"NBA/ Fitojnë Golden State Warriors dhe Minnesota, Milwaukee Bucks në krizë",spo
"Milani tregon klasin, kuqezinjtë shkatërrojnë Rennesin në “San Siro”",spo
"“Çdo fillim e ka një fund”, Kylian Mbappe e mbyll me PSG pas 7 sezonesh",spo
"Parlamenti miraton ligjin për hapjen e basteve online, 72 deputetë votojnë pro",spo
"Mourinho flet për shkarkimin nga Roma: U eliminova nga dikush që nuk kupton nga futbolli",spo
"VIDEO/ PSG tregon forcën dhe triumfon pastër ndaj Real Sociedadit",spo
"VIDEO/ Befasi në “Olimpico Stadium”, Lazio mposht minimalisht Bayernin",spo
"10 lojtarët më besnik në Top 5 ligat europiane, askush si Thomas Muller",spo
"Champions League/ Lazio pret Bayernin në “Stadio Olimpico”, formacionet zyrtare",spo
"Formacionet zyrtare të sfidës Paris Saint-Germain-Sociedad",spo
"De Rossi “ëndërron” përpara debutimit në Europë: “Dua Romën që eliminioi Barcelonën”",spo
"VIDEO/ Manchester City thyen pa probleme Kopenhagenin, paraqitje fantastike nga De Bruyne",spo
"VIDEO/ Real Madrid triumfon në transfertën e Leipzig dhe hedh një hap në fazën tjetër",spo
"Champions League/ Formacionet zyrtare të sfidës Copenhagen-Manchester City",spo
"Leipzig pret Real Madridin në “RedBull Arena”, formacionet zyrtare të skuadrave",spo
"VIDEO/ Arbnor Muja debuton me gol tek Samsunspor: “Jam shumë i lumtur që jam këtu”",spo
"Formula 1/ Ferrari zbulon makinën që do të garojë në sezonin 2024",spo
"Ngjarje e rëndë/ U goditet nga rrufeja gjatë ndeshjes, ndërron jetë futbollisti (Video)",spo
"VIDEO/ Barcelona ngec në shtëpi ndaj Granadës dhe i jep “lamtumirën” titullit kampion",spo
"Bregu i Fildishtë përmbys Nigerinë dhe shpallet kampion i Kupës së Kombeve të Afrikës",spo
"VIDEO/ Milani i “falet” Theo-s dhe mposht minimalisht Napolin në San Siro",spo
"VIDEO/ Manchester United triumfon në mënyrë spektakolare në transfertën e Aston Villas",spo
"Humbja kundër rivalëve të Leverkusen, ultrasit e Bayern Munich kundër Tuchel: “Zhduku”",spo
"VIDEO/ Arsenali luan tenis dhe shkatërron West Hamin në shtëpi",spo
"“Frikë” te Real Madrid, Los Blancos dalin me komunikatë zyrtare mbi dëmtimin e Bellingham",spo
"VIDEO/ Supergol nga goditja e dënimit, Rey Manaj dhuron spektakël në Turqi",spo
"VIDEO/ Leverkusen shkatërron Bayernin dhe shkon në +5 në krye të Bundesligës",spo
"VIDEO/ Përmbysje spektakolare ndaj Romës, Inter nis shkëputjen në kryesimin e Serie A",spo
"VIDEO/ Liverpool fiton ndaj Burnley dhe rikthehet në krye, Tottenham triumfon në fund",spo
"Sfidë me “aromë” titulli, formacionet zyrtare të derbit Leverkusen-Bayern Munich",spo
"Roma pret Interin në “Stadio Olimpico”, formacionet zyrtare të skuadrave",spo
"Manchester City mposht pastër Everton-in në “Etihad”, Haaland nuk harron “zakonin”",spo
"Karim Benzema thyen heshtjen: “Arabia është vend i jashtëzakonshëm, jam në paqe këtu”",spo
"Ernest Muçi falenderon Legian: “Krenar që luajta për klubin më të madh në Poloni”",spo
"Prag derbi, Xabi Alonso:”Kënaqësi të punosh me Xhakën, titulli nuk vendoset ndaj Bayern”",spo
"Zyrtare/ Sulmuesi i kombëtares shqiptare Arbnor Muja transferohet në Turqi",spo
"VIDEO/ Ronaldo humbet kontrollin, ja gjesti i shëmtuar që bën ndaj tifozëve kundërshtar",spo
"Trajneri i Republikës Çeke: “Koha për hakmarrje, dua 6 pikë ndaj Shqipërisë”",spo
"Zyrtare/ Ernest Muçi transferohet tek Besiktas në Turqi për 10 milionë euro",spo
"Katër mandate si president i UEFA-s, Ceferin vendos të mos kandidojë sërish",spo
"Mbappe tek Real Madridi, presidenti i La Ligës Javier Tebas zbulon shanset e transferimit",spo
"Nga shtëpitë tek makinat dhe moda, njihuni me gjeniun Guardiola që adhuron luksin",spo
"VIDEO/ Chelsea shkatërron Aston Villan dhe prek fazën e 1/8-ave të FA Cup",spo
"Athletic Bilbao mposht minimalisht Atl. Madrid dhe hedh një hap drejt finales së Kupës",spo
"Superliga e Europës/ A22 kundërsulmon UEFA-n, gati 3 miliardë euro dëmshpërblim",spo
"Tifozi udhëton rreth 12 mijë km për të parë skuadrën e preferuar, sfida zgjat 9 minuta",spo
"Dhuna e ashpër në stadiume, qeveria greke merr vendimin për tifozët",spo
"Leverkusen “fluturon”, Aspirinat përmbysin Stuttgartin dhe sigurojnë gjysmëfinalen e DFB",spo
"Real Madrid apo Barcelona? Garnacho zgjedh klubin e preferuar mes dy gjigantëve",spo
"Përplasje mes Laportës dhe Deco, Barcelona nis kërkimet për pasuesin e Xavi-t",spo
"Real Madridi në zi, ndahet nga jeta portieri legjendar spanjoll",spo
"Eto’o jep dorëheqjen si president i Federatës së Kamerunit, Komiteti Ekzekutiv e refuzon",spo
"Kartoni i kuq i përkohshëm, gati revolucioni në futboll",spo
"6 Shkurt 1958  Katastrofa ajrore, 7-të lojtarë të Manchester United humbin jetën",spo
"VIDEO/ Manchester City përmbys Brentfordin dhe nis “kërcënimet” ndaj Liverpoolit",spo
"VIDEO/ Roma e De Rossit bind dhe shkatërron Cagliarin në “Olimpico Stadium”",spo
"“Telenovela” e Mbappe vazhdon, Fabrizio Romano zbulon detajet për kalimin te Real Madridi",spo
"“Kur të beheni burra, ma ktheni”, si Jose Mourinho u tradhtua nga lojtarët e Romës",spo
"Postimi i Cuadrados tërbon tifozët e Juves, shpërthejnë ofendimet ndaj kolumbianit",spo
"Allegri: “Interi ishte dhe mbetet favoritë për Scudetto, edhe Milan nuk mbetet mbrapa”",spo
"VIDEO/ “Paqe” në derbin e Madridit, Atletico ngrin “buzëqeshjen” e Realit",spo
"VIDEO/ Derbi i Italisë “vishet” zikaltër, Inter mposht dhe shkëputet nga Juve në renditje",spo
"Manchester United fiton bindshëm ndaj West Ham, Chelsea “tronditet” në shtëpi",spo
"Trajneri i Romës Daniele De Rossi lavdëron Kristjan Asllanin: “Do të ishte titullar kudo”",spo
"Futbolli në zi, ndahet nga jeta ish-kampioni i Milanit",spo
"Zyrtare/ Klubi i parë shqiptar me trajner femër, Shkumbini prezanton turken Ilknur Aktash",spo
"Kryendeshja ditore, Fabregas: “Arsenalit nuk i lejohen gabimet ndaj Liverpulit”",spo
"Le Parisien plas “bombën”: Kylian Mbappe do t’i bashkohet Real Madridit",spo
"VIDEO/ Barcelona triumfon pastër në transfertën e Alaves, Vitor Roque i bën të gjitha",spo
"VIDEO/ Milani përmbys Frosinonen në shtëpi, kuqezinjtë “presion” Juves dhe Interit",spo
"Mikel Arteta “kërcënon” Liverpoolin: “Çdo skuadër e ka të vështirë në Emirates”",spo
"Burnley i mohon fitoren Fulhamit në kohën shtesë, debuton Armando Broja",spo
"Përmbysje spektakolare në Kukës, Tirana rikthehet tek fitorja në Superiore",spo
"Mbyllet në barazim sfida mes Everton-Tottenham, Spurs nuk arrijnë të “mbijetojnë”",spo
"PSG triumfon në transfertën e Strasbourg dhe rikthehen tek fitorja në Ligue 1",spo
"Prag derbi, Szczesny: “Interi nuk ka asgjë më shumë se ne, i trembem një penalltie”",spo
"Gjysmëfinalistja e parë e Kupës së Afrikës, Nigeria mposht minimalisht Angolën",spo
"Laporta ngre akuzat: “Real Madrid TV bën propagandë, Federata duhet të ndërhyjë”",spo
"Anderson zbulon jetesën me Cristiano Ronaldon: “Ai stërvitej në 6:30, kurse unë flija”",spo
"Broja flet për herë të parë si futbollist i Fulham: “Jam shumë i emocionuar që jam këtu”",spo
"Real Madrid kalon me lehtësi Getafen dhe rimerr kryesimin e La Ligas",spo
"E kryer/ Broja transferohet tek klubi tjetër i Premier League deri në fund të sezonit",spo
"E papritur në Formula 1, Lewis Hamilton do të garojë për Ferrarin në vitin 2025",spo
"Zyrtare/ Marash Kumbulla transferohet tek skuadra e Serie A, mbrojtësi synon Europianin",spo
"Rivalitet brenda klubit për Uzunin, Granada transferon sulmuesin e Manchester United",spo
"VIDEO/ Liverpool dhuron spektakël dhe dominom Chelsean në “Anfield Road”",spo
"Tottenham përmbys Brentfordin dhe rikthehet tek fitorja, City “argëtohet” ndaj Burnley",spo
"Samuel Eto’o akuzohet për korrupsion, kërcënime fizike dhe nxitje për dhunë",spo
"VIDEO/ Barcelona triumfon minimalisht ndaj Osansunës, Vitor Roque gjen golin e parë",spo
"Chelsea i reziston ofertës së radhës për Brojën, mbetet e paqartë e ardhmja e shqiptarit",spo
"Gjithçka e kryer, zbulohet klubi i ardhshëm i Marash Kumbullës",spo
"Hidhet shorti i fazës çerekfinale të Kupës së Shqipërisë, zbuloni duelet",spo
"Arsenal tirumfon në transfertën e Nottingham dhe vijon ndjekjen ndaj Liverpoolit kryesues",spo
"VIDEO/ Gabimi trashanik në FA Cup, portieri i Arsenalit komentohet në rrjetet sociale",spo
"Barcelona bëhet “spital”, listës të së dëmtuarve i shtohet edhe Joao Felix",spo
"Lëndimi i Kinglsey Coman, Bayern hyn në merkato për një sulmues",spo
"Roma merr fitoren e dytë radhazi me De Rossin dhe afrohet në zonën Champions",spo
"Klubi londinez nuk heq dorë, përmirëson ofertën për Armando Brojën",spo
"Egnatia është e pandalshme, rrogozhinasit mposhtin Erzenin dhe vijojnë shkëputjen",spo
"Tronditet bota e futbollit, lojtari vritet gjatë ndeshjes",spo
"VIDEO/ Inter triumfon minimalisht ndaj Fiorentinës, Asllani mes protagonistëve",spo
"Laporta: “Xavi i vendos vetë kushtet, tani i gjithë fokusi mbetet tek Championsi”",spo
"Skënderbeu tregon “dhëmbët” dhe merr një triumf të madh ndaj Tiranës në “Air Albania”",spo
"Bayern Munich zyrtarizon transferimin e mbrojtësit Sacha Boey nga Galatasaray",spo
"VIDEO/ Misioni “titull” vazhdon, Girona mposht Celta Vigon dhe merr kryesimin e LaLigas",spo
"VIDEO/ Përplasje mes tifozëve në derbin anglez, ndërpritet ndeshja",spo
"Tenis/ Jannik Sinner përmbys Medvedev dhe fiton Grand Slam-in e parë në karrierë",spo
"Ancelotti i kundërpërgjigjet Xavit: “Të gjithë e dimë çfarë ka ndodhur 23 vitet e fundit”",spo
"De Laurentiis pohon zërat mbi të ardhmen e Osimhen: “E dinim që do të largohej”",spo
"VIDEO/ Risi në kampionatin belg, do të riluhet derbi për shkak të gabimit arbitral",spo
"Igli Tare thur elozhe për Simone Inzaghin: “Një prej trajnerëve më të mirë në botë”",spo
"Jurgen Klopp premton besnikëri ndaj tifozëve të Liverpoolit: “Nuk ka shanse të ndodhë”",spo
"“Unë trajneri i ri i Liverpoolit?”, flet Xabi Alonso: U befasova,  jam në vendin e duhur",spo
"Spahiu: UEFA një mafie ndërkombëtare që trafikon biletat e EURO 2024",spo
"E bujshme/ Jurgen Klopp e mbyll me Liverpoolin në fund të sezonit : “Nuk kam më energji”",spo
"Depay nderon “Los Colchoneros”, Atletico Madrid mposht Sevillan dhe prek gjysmëfinalen",spo
"VIDEO/ Përplasja me Leroy Sane, Gjykata Sportive pezullon dhe gjobit trajnerin e Union",spo
"Klopp reagon pas akuzave dhe kritikave për Mo Salah: “Ai është egjiptiani më besnik”",spo
"Polemikat e Laportës: “Garë e manipuluar, Reali ka përfituar nga vendimet e arbitrave”",spo
"PSG zyrtarizon transferimin e talentit 18-vjeçar: “Një bga ditët më të bukura të jetës”",spo
"Andriy Shevchenko zgjidhet presidenti i ri i Federatës së Futbollit të Ukrainës",spo
"Rrëfimi i Silvinjos, nga lotët e fitores ndaj Çekisë te Euro 2024",spo
"VIDEO/ “Game Over” në San Mames, vëllezërit Williams gjunjëzojnë Barcelonën",spo
"Mbyllet në barazim sfida mes Fulham dhe Liverpool, “Reds” në finalen e Carabao Cup",spo
"Shorti i Kupës së Shqipërisë, ndahen në dy vazo skuadrat çerekfinaliste",spo
"E ardhmja e Brojës ende e paqartë, katër klube në Premier League interesohen për të",spo
"Al Nassr vijon merkaton në Europë, klubi arab kërkon dy lojtarët e Manchester United",spo
"Carlos Alcaraz eliminohet befasisht nga Australian Open, Zverev “assiston” Djokovic",spo
"Vlerësohet 50 milionë euro, Real Madrid dhe PSG në garë për talentin e Lille",spo
"Chelsea shkatërron Middlesbrough dhe “pret biletën” për në finalen e Carabao Cup",spo
"Futbolli shqiptar në zi, ndërron jetë ish-gjyqtari i njohur",spo
"Egnatia blindon “shtyllat” e skuadrës, rinovon kapiteni dhe mesfushori",spo
"Osimhen trondit Napolin: “Kam vendosur për të ardhmen, dua të mbyll sezonin mirë”",spo
"Lëndohet Cristiano Ronaldo, Al Nassr anulon turneun e Kinës",spo
"Dramë tek Napoli, Mazzarri braktis ceremoninë e Superkupës pas humbjes ndaj Inter-it",spo
"VIDEO/ Lautaro Martinez vulos sfidën, Inter fiton Superkupën e Italisë ndaj Napolit",spo
"Jose Mourinho drejt pankinës së Napolit, Moratti: “Tifozët do të çmendeshin”",spo
"Futbolli italian në zi, shuhet në moshën 79-vjeçare sulmuesi legjendar",spo
"Formacionet zyrtare të Superkupës së Italisë mes Interit dhe Napolit",spo
"Nëse flas na sanksionojnë, të gjithë e kanë parë”, Xavi reagon pas sfidës Real-Almeria",spo
"Karim Benzema drejt rikthimit në Europë, ja sakrifica që i duhet të bëjë",spo
"Tenis/ Carlos Alcaraz dominon serbin dhe prek çerekfinalet e Australian Open",spo
"VIDEO/ Dramë në frymën e fundit, Milan përmbys Udinesen dhe vijon rrugën e fitoreve",spo
"VIDEO/ Ka nisur epoka e De Rossit, Roma triumfon në “Olimpico” ndaj Veronës",spo
"PSG nuk dorëzohet për Mbappe, Al-Khelaifi ofron shifrën stratosferike për francezin",spo
"De Rossi debuton në pankinën e Romës ndaj Veronës, formacionet zyrtare",spo
"Vllaznia triumfon në transfertën e Erzenit dhe “parakalon” Tiranën në renditje",spo
"Stërvitje në “Emirates Stadium”, Arsenali shkatërron Palace dhe rikthehet tek fitorja",spo
"Mario Balotelli drejt rikthimit në Serie A, tre klube pas sulmuesit itialian",spo
"Erling Haaland shpallet lojtari i vitit 2023 nga “Globe Soccer Awards”",spo
"“Mposhta një lojtar si Haaland”, CR7: Liga arabe është më e fortë se ajo franceze",spo
"VIDEO/ Inter thyen me lehtësi Lazion dhe siguron finalen e Superkupës së Italisë",spo
"Barazim spektakolar në “Niko Dovana”, Teuta i bën “bllokadë” Tiranës",spo
"Lëndimi i Neymar, Al Hilal e çrregjistron për t’i krijuar hapësirë blerjes së re",spo
"VIDEO/ Spektakël në “Wanda Metropolitano”, Atletico triumfon në derbin ndaj Realit",spo
"Napoli thyen pastër Fiorentinën dhe siguron biletën për në finalen e Superkupës",spo
"VIDEO/ Barcelona mposht me lehtësi Unionistas dhe prek çerekfinalen e Kupës së Mbretit",spo
"Gjysmëfinalja e Superkupës së Italisë, formacionet zyrtare të sfidës Napoli-Fiorentina",spo
"E ardhmja e Mbappe duket larg Parisit, francezët përgatisin projektin pa të në skuadër",spo
"Legjenda e Arabisë Saudite kritikon ashpër Mancinin: “Frikacak dhe gënjeshtar”",spo
"Vjen fundi i aventurës në Arabinë Saudite, Jordan Henderson rikthehet në Europé",spo
"Përfundon dënimi 8-mujor i Ivan Toney: “Jam gati për një klub edhe më të madh”",spo
"Presidenti Laporta viziton Xavin dhe skuadrën e Barcelonës, zbulohet arsyeja",spo
"Sulmuesi brazilian i vetëofrohet Real Madridit, Perez e refuzon menjëherë",spo
"Prapaskenat e largimit të Mourinhos, portugezi debatoi ashpër me presidentin Friedkin",spo
"Merkato me parametra zero, Inter siguron dy lojtarë për verën e ardhshme",spo
"Hap i madh në karrierë, Megi Doçi firmos me Galatasarayn në Turqi",spo
"Jose Mourinho reagon pas shkarkimit: “Mirupafshim Roma”",spo
"Zyrtare/ Roma shkarkon Jose Mourinhon me efekt të menjëhershëm pas humbjes ndaj Milanit",spo
"VIDEO/ Atalanta shkatërron Frosinonen në “Gewiss Stadium” dhe prek zonën europian",spo
"Rekordmen/ Lionel Messi fiton për herë të tretë çmimin “FIFA The Best”",spo
"“FIFA The Best”/ Pep Guardiola shpallet trajneri i vitit 2023",spo
"Formacioni i javës në Premier League, Broja mes njëmbëdhjetëshes më të mirë",spo
"VIDEO/ Humbja në Kupën e Afrikës, tifozi i Ganës sulmon trajnerin",spo
